metadata_qid,question,metadata_question,metadata_gold_answer
8502,"{'question': 'when did vivo launch its 1st phone in india', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: Vivo (technology company): (stylized in Letter case) is a Chinese multinational technology company headquartered in Dongguan, Guangdong that designs and develops smartphones, smartphone\nQuestion: when did vivo launch its 1st phone in india\nAre follow up questions needed here: No.\nSo the final answer is: 2014'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': '2014'}]], 'traces_entailments': None}",when did vivo launch its 1st phone in india,['2014']
8434,"{'question': 'who is playing for the national league championship', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: 2022 National League Championship Series: The 2022 National League Championship Series was the best-of-seven playoff between the San Diego Padres and the Philadelphia Phillies for the National League (NL) pennant and the right to play in the 2022 World Series.\nQuestion: who is playing for the national league championship\nAre follow up questions needed here: No.\nSo the final answer is: San Diego Padres and the Philadelphia Phillies'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'San Diego Padres and the Philadelphia Phillies'}]], 'traces_entailments': None}",who is playing for the national league championship,"['Chicago Cubs', 'Los Angeles Dodgers']"
488,"{'question': 'who holds the homerun record for a single season', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: List of Major League Baseball annual home run leaders: Barry Bonds, who also has the most career home runs, then broke that mark, setting the current single season record of 73 in 2001.\nQuestion: who holds the homerun record for a single season\nAre follow up questions needed here: No.\nSo the final answer is: Barry Bonds'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'Barry Bonds'}]], 'traces_entailments': None}",who holds the homerun record for a single season,['Barry Bonds']
5085,"{'question': 'when did the amazon fire 7 come out', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: Amazon Fire: Built with Quanta Computer, the Kindle Fire was first released in November 2011, featuring a color 7-inch multi-touch display with IPS technology and running on\nQuestion: when did the amazon fire 7 come out\nAre follow up questions needed here: No.\nSo the final answer is: November 2011'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'November 2011'}]], 'traces_entailments': None}",when did the amazon fire 7 come out,['September 2015']
1439,"{'question': 'when did old 10p go out of circulation', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: Coins of the pound sterling: The pre-decimal sixpence, shilling and two shilling coins, which had continued to circulate alongside the decimal coinage with values of 21⁄2p, 5p and 10p respectively, were finally withdrawn in 1980, 1990 and 1993 respectively.\nQuestion: when did old 10p go out of circulation\nAre follow up questions needed here: No.\nSo the final answer is: 1993'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': '1993'}]], 'traces_entailments': None}",when did old 10p go out of circulation,['January 2013']
7883,"{'question': ""who plays emmett 's mom in switched at birth"", 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': [""\nContext1: List of Switched at Birth characters: Played by Marlee Matlin, Melody Bledsoe is the mother of Emmett Bledsoe and the best friend of Regina Vasquez.\nQuestion: who plays emmett 's mom in switched at birth\nAre follow up questions needed here: No.\nSo the final answer is: Marlee Matlin""], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'Marlee Matlin'}]], 'traces_entailments': None}",who plays emmett 's mom in switched at birth,['Marlee Matlin']
365,"{'question': 'where is the frying pan river in colorado', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: Fryingpan River: It rises in northeastern Pitkin County, in the White River National Forest in the Sawatch Mountains along the western side of the continental divide. It flows westward along the county line between Pitkin and Eagle County. Below Meredith, it is dammed to form the Ruedi Reservoir. It joins the Roaring Fork below Basalt.\nQuestion: where is the frying pan river in colorado\nAre follow up questions needed here: No.\nSo the final answer is: in the white river national forest'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'in the white river national forest'}]], 'traces_entailments': None}",where is the frying pan river in colorado,['in west central Colorado']
3774,"{'question': 'yesterday once more ( 2016 film ) cast', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: Yesterday Once More (2016 film): Yesterday Once More (Chinese: 谁的青春不迷茫) is a 2016 Chinese youth romance film directed by Yoyo Yao and starring Bai Jingting, Guo Shutong, Li Hongyi, Wang Herun, Ding Guansen, and Zhao Wenlong. It was released in China by Beijing Enlight Pictures on April 22, 2016.\nQuestion: yesterday once more ( 2016 film ) cast\nAre follow up questions needed here: No.\nSo the final answer is: Bai Jingting, Guo Shutong, Li Hongyi, Wang Herun, Ding Guansen, and Zhao Wenlong'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'Bai Jingting, Guo Shutong, Li Hongyi, Wang Herun, Ding Guansen, and Zhao Wenlong'}]], 'traces_entailments': None}",yesterday once more ( 2016 film ) cast,"['Bai Jingting', 'Li Hongyi', 'Wang Herun', 'Zhao Wenlong', 'Ding Guansen', 'Guo Shutong']"
1851,"{'question': 'who plays joy from my name is earl', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': [""\nContext1: Jaime Pressly: Joy Farrah Turner (née Darville, also Joy Hickey) (played by Jaime Pressly) is Earl's ex-wife who divorces him in the first episode and then marries his friend, Darnell, during the first season of the series. She is pessimistic, cold-hearted, stubborn and vain. Joy is the mother of two boys, Dodge and Earl Jr.\nQuestion: who plays joy from my name is earl\nAre follow up questions needed here: No.\nSo the final answer is: Jaime Pressly""], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'Jaime Pressly'}]], 'traces_entailments': None}",who plays joy from my name is earl,['Jaime Elizabeth Pressly']
8150,"{'question': 'law and order criminal intent season 2 episode 15', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: Law & Order: Criminal Intent (season 2): [{\'no_in_series\': \'23\', \'no_in_season\': \'1\', \'title\': \'""Dead""\', \'directed_by\': \'Darnell Martin\', \'written_by\': \'S : René Balcer; S/T : Stephanie\'}, {\'no_in_series\': \'24\', \'no_in_season\': \'2\', \'title\': \'""Bright Boy""\', \'directed_by\': \'Frank Prinzi\', \'written_by\': \'S : René Balcer; S/T : Marlane G\'}, {\'no_in_series\': \'25\', \'no_in_season\': \'3\', \'title\': \'""Anti‑Thesis""\', \'directed_by\': \'Adam Bernstein\', \'written_by\': \'S : René Balcer & Dick Wolf; S/T\'}]\nQuestion: law and order criminal intent season 2 episode 15\nAre follow up questions needed here: No.\nSo the final answer is: ""Dead""'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': '""Dead""'}]], 'traces_entailments': None}",law and order criminal intent season 2 episode 15,['Monster']
7971,"{'question': 'how many medals did india win commonwealth games 2018', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': [""\nContext1: India at the 2018 Commonwealth Games: [['India at the 2018 Commonwealth Games'], ['Flag bearers', 'Opening: P. V. Sindhu Closing: Mary Kom'], ['Medals Ranked 3rd', 'Gold 26 Silver 20 Bronze 20 Total 66'], ['Commonwealth Games appearances (overview)'], ['1934 1938 1950 1954 1958 1962 1966 1970 1974 1978 1982 1986 1990 1994 1998 2002 2006 2010 2014 2018 2022']]\nQuestion: how many medals did india win commonwealth games 2018\nAre follow up questions needed here: No.\nSo the final answer is: 66""], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': '66'}]], 'traces_entailments': None}",how many medals did india win commonwealth games 2018,['66']
4194,"{'question': 'who was considered the father of the blues', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: William Christopher Handy: William Christopher Handy (November 16, 1873 – March 28, 1958) was an American composer and musician who referred to himself as the Father of the Blues.\nQuestion: who was considered the father of the blues\nAre follow up questions needed here: No.\nSo the final answer is: William Christopher Handy'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'William Christopher Handy'}]], 'traces_entailments': None}",who was considered the father of the blues,['William Christopher Handy']
185,"{'question': 'what brings in more money nba or nfl', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: National Basketball Association: In North America, the NBA is the third wealthiest professional sport league after the National Football League (NFL) and Major League Baseball (MLB) by revenue, and among the top four in the world.\nQuestion: what brings in more money nba or nfl\nAre follow up questions needed here: No.\nSo the final answer is: nfl'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'nfl'}]], 'traces_entailments': None}",what brings in more money nba or nfl,['National Football League']
6032,"{'question': 'where does china girl top of the lake take place', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: Sydney: Series 1 follows Detective Robin Griffin (Elisabeth Moss) and deals with her investigation of the disappearance of a pregnant 12-year-old girl in New Zealand. Series 2, China Girl, is set in Sydney five years later, as Detective Griffin investigates the death of an unidentified Asian girl found at Bondi Beach.\nQuestion: where does china girl top of the lake take place\nAre follow up questions needed here: No.\nSo the final answer is: Sydney'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'Sydney'}]], 'traces_entailments': None}",where does china girl top of the lake take place,"['Sydney , Australia']"
4935,"{'question': 'which components of cells are physically connected by a gap junction', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: Gap junction: Gap junctions are one of four broad categories of intercellular connections that form between a multitude of animal cell types. Within a gap junction reside protein complexes, referred initially to as ""globules"", observed to connect one cell to another and also vesicles within a cell to the outer cell membrane.\nQuestion: which components of cells are physically connected by a gap junction\nAre follow up questions needed here: No.\nSo the final answer is: two cells'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'two cells'}]], 'traces_entailments': None}",which components of cells are physically connected by a gap junction,['the cytoplasm']
2349,"{'question': 'who sang the song must have been love', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: It Must Have Been Love: ""It Must Have Been Love"", originally ""It Must Have Been Love (Christmas for the Broken Hearted)"", is a song written by Per Gessle and performed by the\nQuestion: who sang the song must have been love\nAre follow up questions needed here: No.\nSo the final answer is: Roxette'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'Roxette'}]], 'traces_entailments': None}",who sang the song must have been love,['Roxette']
3321,"{'question': 'who has the highest goals in world football', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: List of footballers with 500 or more goals: With over 840 goals at club and international level combined, Cristiano Ronaldo is the top goalscorer of all time. FIFA, the international governing body of\nQuestion: who has the highest goals in world football\nAre follow up questions needed here: No.\nSo the final answer is: Cristiano Ronaldo'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'Cristiano Ronaldo'}]], 'traces_entailments': None}",who has the highest goals in world football,['Miroslav Klose']
8497,"{'question': 'who is the most paid player in mlb', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: List of highest-paid Major League Baseball players: In 2019, Mike Trout signed a 12-year, $426 million contract with the Angels, the richest contract in the history of North American sports. Alex Rodriguez earned the highest salary in MLB in 2013 at $28,000,000. He also has the highest career earnings in MLB history.\nQuestion: who is the most paid player in mlb\nAre follow up questions needed here: No.\nSo the final answer is: Mike Trout'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'Mike Trout'}]], 'traces_entailments': None}",who is the most paid player in mlb,['Alex Rodriguez']
2781,"{'question': 'who played floyd on the andy griffith show', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: Howard McNear: Andy\'s friends and neighbors include, at various times, barber Floyd Lawson (Howard McNear; Walter Baldwin portrayed the role in the 1960 episode ""Stranger in Town""), service station attendants and cousins Gomer Pyle (Jim Nabors) and Goober Pyle (George Lindsey), and local drunkard Otis Campbell (Hal Smith).\nQuestion: who played floyd on the andy griffith show\nAre follow up questions needed here: No.\nSo the final answer is: Howard McNear'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'Howard McNear'}]], 'traces_entailments': None}",who played floyd on the andy griffith show,['Howard Terbell McNear']
5614,"{'question': 'how many times has liverpool won the premier league title', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: Liverpool F.C.: Founded in 1892, the club joined the Football League the following year and has played its home games at Anfield since its formation. Domestically, the club has won 19 League titles, eight FA Cups, a record nine League Cups and 16 FA Community Shields.\nQuestion: how many times has liverpool won the premier league title\nAre follow up questions needed here: No.\nSo the final answer is: 19'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': '19'}]], 'traces_entailments': None}",how many times has liverpool won the premier league title,['18']
7244,"{'question': 'who sings chances are on hope floats soundtrack', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: Hope Floats: Music from the Motion Picture: The Bob Seger-Martina McBride duet ""Chances Are"" peaked at No. 23 on the Billboard Hot Adult Contemporary Tracks chart in 1998. Lila McCann\'s ""To Get Me to You"" was also released as a radio single, but did not chart.\nQuestion: who sings chances are on hope floats soundtrack\nAre follow up questions needed here: No.\nSo the final answer is: Bob Seger and Martina McBride'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'Bob Seger and Martina McBride'}]], 'traces_entailments': None}",who sings chances are on hope floats soundtrack,"['Martina McBride', 'Bob Seger']"
8168,"{'question': 'who signs the assignment of deed of trust', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: Deed of trust (real estate): Transactions involving deeds of trust are normally structured, at least in theory, so that the lender/beneficiary gives the borrower/trustor the money to buy the property; the borrower/trustor tenders the money to the seller; the seller executes a grant deed giving the property to the borrower/trustor; and the borrower\nQuestion: who signs the assignment of deed of trust\nAre follow up questions needed here: No.\nSo the final answer is: the borrower'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'the borrower'}]], 'traces_entailments': None}",who signs the assignment of deed of trust,['the borrower / trustor']
3959,"{'question': 'what is the most common symptom of schizophrenia', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: Psychosis: During the early 20th century, auditory hallucinations were second to visual hallucinations in frequency, but they are now the most common manifestation of schizophrenia, although rates vary between cultures and regions. Auditory hallucinations are most commonly intelligible voices.\nQuestion: what is the most common symptom of schizophrenia\nAre follow up questions needed here: No.\nSo the final answer is: auditory hallucinations'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'auditory hallucinations'}]], 'traces_entailments': None}",what is the most common symptom of schizophrenia,['Deficits in cognitive abilities']
5359,"{'question': ""in a christmas carol what was bob cratchit 's oldest daughter 's name"", 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': [""\nContext1: Bob Cratchit: Martha Cratchit, the eldest daughter, who works as an apprentice at a milliners. Belinda Cratchit, the second daughter.\nQuestion: in a christmas carol what was bob cratchit 's oldest daughter 's name\nAre follow up questions needed here: No.\nSo the final answer is: Martha""], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'Martha'}]], 'traces_entailments': None}",in a christmas carol what was bob cratchit 's oldest daughter 's name,['Martha Cratchit']
6635,"{'question': 'who came second in the overall ranked of the tour de france last year', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': [""\nContext1: 2021 Tour de France: The 2021 Tour de France was the 108th edition of the Tour de France, one of cycling's three  The race was won for the second consecutive year by Tadej Pogačar of UAE\nQuestion: who came second in the overall ranked of the tour de france last year\nAre follow up questions needed here: No.\nSo the final answer is: Primož Roglič""], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'Primož Roglič'}]], 'traces_entailments': None}",who came second in the overall ranked of the tour de france last year,['Rigoberto Urán']
4108,"{'question': '1967 supreme court case loving v virginia a case which legally allowed', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: Loving v. Virginia: Virginia, 388 U.S. 1 (1967), was a landmark civil rights decision of the U.S. Supreme Court in which the Court ruled that laws banning interracial marriage violate the Equal Protection and Due Process Clauses of the Fourteenth Amendment to the U.S. Constitution.\nQuestion: 1967 supreme court case loving v virginia a case which legally allowed\nAre follow up questions needed here: No.\nSo the final answer is: interracial marriage'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'interracial marriage'}]], 'traces_entailments': None}",1967 supreme court case loving v virginia a case which legally allowed,['interracial marriage']
7063,"{'question': 'what is the minimum number of days holiday', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': [""\nContext1: List of minimum annual leave by country: [{'country': 'Argentina', 'paid_vacation_days_by_year_five_day_workweek': '10', 'paid_public_holidays': '19', 'total_pai': '29'}, {'country': 'Bangladesh', 'paid_vacation_days_by_year_five_day_workweek': '10', 'paid_public_holidays': '11', 'total_pai': '21'}, {'country': 'Bhutan', 'paid_vacation_days_by_year_five_day_workweek': '9', 'paid_public_holidays': '', 'total_pai': ''}]\nQuestion: what is the minimum number of days holiday\nAre follow up questions needed here: No.\nSo the final answer is: 29""], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': '29'}]], 'traces_entailments': None}",what is the minimum number of days holiday,['0']
3284,"{'question': 'when was the last time loyola-chicago was in the ncaa tournament', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': [""\nContext1: NCAA tournament results: [['Year', 'Seed', 'Round'], ['1968', '–', 'Round of 23'], ['1985', '#4', 'First Round Second Round Sweet Sixteen'], ['2018', '#11', 'First Round Second Round Sweet Sixteen Elite Eight Final Four'], ['2021', '#8', 'First Round Second Round Sweet Sixteen']]\nQuestion: when was the last time loyola-chicago was in the ncaa tournament\nAre follow up questions needed here: No.\nSo the final answer is: 2018""], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': '2018'}]], 'traces_entailments': None}",when was the last time loyola-chicago was in the ncaa tournament,['2018']
3512,"{'question': 'nominated in the best foreign film category at the oscars mother india lost to', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': [""\nContext1: List of Indian submissions for the Academy Award for Best : The 1957 Hindi film Mother India was India's first submission. The film made it to the final shortlist and was nominated alongside four other films in the category. It came close to winning the Academy Award but lost to Nights of Cabiria by a single vote.\nQuestion: nominated in the best foreign film category at the oscars mother india lost to\nAre follow up questions needed here: No.\nSo the final answer is: Nights of Cabiria""], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'Nights of Cabiria'}]], 'traces_entailments': None}",nominated in the best foreign film category at the oscars mother india lost to,['Nights of Cabiria']
6302,"{'question': 'who played richard kimble in the tv series', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': [""\nContext1: David Janssen: It aired on ABC from September 1963 to August 1967. David Janssen starred as Dr. Richard Kimble, a physician who is wrongfully convicted of his wife's murder and sentenced to death.\nQuestion: who played richard kimble in the tv series\nAre follow up questions needed here: No.\nSo the final answer is: David Janssen""], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'David Janssen'}]], 'traces_entailments': None}",who played richard kimble in the tv series,['David Janssen']
3600,"{'question': 'kid who plays jonah in sleepless in seattle', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: Ross Aaron Malinger: Ross Aaron Malinger (born July 7, 1984) is an American former actor and automobile salesperson. He is best known for his roles as Jonah Baldwin in the 1993 movie Sleepless in Seattle, starring Tom Hanks, and as Bobby Jameson in the 1997 Disney comedy film Toothless, starring Kirstie Alley.\nQuestion: kid who plays jonah in sleepless in seattle\nAre follow up questions needed here: No.\nSo the final answer is: Ross Malinger'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'Ross Malinger'}]], 'traces_entailments': None}",kid who plays jonah in sleepless in seattle,['Ross Aaron Malinger']
5188,"{'question': 'how many dogs were among the survivors of the titanic', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: Animals aboard the Titanic: Dogs on board an ocean liner, although not the Titanic. They included dogs, cats, chickens, other birds and an unknown number of rats. Three of the twelve dogs on the Titanic survived; all other animals perished.\nQuestion: how many dogs were among the survivors of the titanic\nAre follow up questions needed here: No.\nSo the final answer is: 3'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': '3'}]], 'traces_entailments': None}",how many dogs were among the survivors of the titanic,['three']
3441,"{'question': 'who is the catholic bishop of washington dc', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': [""\nContext1: Wilton Daniel Gregory: [['His Eminence Wilton Daniel Gregory'], ['Cardinal, Archbishop of Washington'], ['Cardinal Gregory in 2021'], ['Church', 'Roman Catholic Church'], ['Archdiocese', 'Washington']]\nQuestion: who is the catholic bishop of washington dc\nAre follow up questions needed here: No.\nSo the final answer is: Wilton Daniel Gregory""], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'Wilton Daniel Gregory'}]], 'traces_entailments': None}",who is the catholic bishop of washington dc,['Cardinal Donald Wuerl']
2234,"{'question': 'who fought in the second sino japanese war', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: Second Sino-Japanese War: The Second Sino-Japanese War was a military conflict primarily between the Republic of China and the Empire of Japan from 1937 to 1945, as part of World War II.\nQuestion: who fought in the second sino japanese war\nAre follow up questions needed here: No.\nSo the final answer is: China and Japan'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'China and Japan'}]], 'traces_entailments': None}",who fought in the second sino japanese war,"['the Empire of Japan', 'the Republic of China']"
2207,"{'question': 'south park the fracture but whole release date', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: October 17, 2017: Release. The Fractured but Whole was released worldwide on October 17, 2017, for PlayStation 4, Windows, and Xbox One.\nQuestion: south park the fracture but whole release date\nAre follow up questions needed here: No.\nSo the final answer is: October 17, 2017'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'October 17, 2017'}]], 'traces_entailments': None}",south park the fracture but whole release date,"['October 17 , 2017']"
8138,"{'question': 'where is the house on mango street located', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: The House on Mango Street: Structured as a series of vignettes, it tells the story of Esperanza Cordero, a 12-year-old Chicana girl growing up in the Hispanic quarter of Chicago. Based in\nQuestion: where is the house on mango street located\nAre follow up questions needed here: No.\nSo the final answer is: Chicago'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'Chicago'}]], 'traces_entailments': None}",where is the house on mango street located,['Chicago']
5750,"{'question': 'when did tom brady start playing in the nfl', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': [""\nContext1: Tom Brady: [['No. 12'], ['College:', 'Michigan (1995–1999)'], ['NFL Draft:', '2000 / Round: 6 / Pick: 199'], ['Career history'], ['New England Patriots (2000–2019) Tampa Bay Buccaneers (2020–2022)']]\nQuestion: when did tom brady start playing in the nfl\nAre follow up questions needed here: No.\nSo the final answer is: 2000""], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': '2000'}]], 'traces_entailments': None}",when did tom brady start playing in the nfl,['2000']
664,"{'question': 'where does the current off-broadway production of avenue q play', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: New World Stages: In addition to new Off-Broadway productions, New World Stages has become a home to shows that were previously on Broadway, including Avenue Q, The 39 Steps, Million Dollar Quartet, Peter and the Starcatcher, Jersey Boys, and The Play That Goes Wrong.\nQuestion: where does the current off-broadway production of avenue q play\nAre follow up questions needed here: No.\nSo the final answer is: New World Stages'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'New World Stages'}]], 'traces_entailments': None}",where does the current off-broadway production of avenue q play,['the New World Stages complex']
1052,"{'question': 'who was having tea with hatter in alice in wonderland', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: the March Hare: The Hatter and his tea party friend, the March Hare, are initially referred to as ""both mad"" by the distinctive Cheshire Cat.\nQuestion: who was having tea with hatter in alice in wonderland\nAre follow up questions needed here: No.\nSo the final answer is: the march hare'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'the march hare'}]], 'traces_entailments': None}",who was having tea with hatter in alice in wonderland,['the March Hare']
